gene,kw_stat,kw_pval,mean_Human,mean_RhesusM,mean_Mouse,kw_fdr,direction
CFLAR,5.287582,0.071091,4.082208,3.077708,4.118589,0.139263,Mouse highest
EIF3L,5.28366,0.071231,5.265605,4.263767,4.790968,0.139263,Human highest
NUP107,5.28366,0.071231,5.141193,3.539896,4.399391,0.139263,Human highest
TTC29,5.28366,0.071231,1.723996,0.222929,1.172765,0.139263,Human highest
RHOU,5.28366,0.071231,4.764594,5.569785,4.35556,0.139263,NHP highest
HDAC7,5.287582,0.071091,5.204538,4.694453,5.002579,0.139263,Human highest
ZKSCAN5,5.28366,0.071231,4.217006,3.287218,3.903048,0.139263,Human highest
AFF4,5.287582,0.071091,7.587376,7.859719,7.641892,0.139263,NHP highest
NAPG,5.28366,0.071231,6.393123,7.049804,6.640564,0.139263,NHP highest
ATXN2L,5.280788,0.071333,5.937688,6.612416,4.316232,0.139426,NHP highest
CA7,5.280788,0.071333,4.418011,5.069855,3.285074,0.139426,NHP highest
RAI2,5.278431,0.071417,4.310392,4.811486,4.171352,0.139534,NHP highest
LIPT1,5.278431,0.071417,2.901842,3.336299,2.145138,0.139534,NHP highest
NRIP1,5.278431,0.071417,6.87081,7.376515,6.867297,0.139534,NHP highest
SPINT2,5.264052,0.071933,5.182521,4.934542,5.650316,0.140522,Mouse highest
KCNMB3,5.263652,0.071947,2.890358,0.469304,0.950831,0.140531,Human highest
SLC8A3,5.244444,0.072641,6.660651,5.719837,5.696974,0.140884,Human highest
STOML2,5.244444,0.072641,3.52499,4.993465,4.942008,0.140884,NHP highest
KAT5,5.244444,0.072641,3.71017,4.518367,4.568471,0.140884,Mouse highest
EPS8,5.244444,0.072641,1.462267,1.72549,2.018068,0.140884,Mouse highest
PGF,5.244444,0.072641,0.212929,1.484902,1.767255,0.140884,Mouse highest
ARL6IP4,5.254902,0.072262,5.559427,4.632395,5.563442,0.140884,Mouse highest
USE1,5.244444,0.072641,3.994125,5.316421,5.950993,0.140884,Mouse highest
PDCD11,5.254902,0.072262,4.70468,4.211619,4.748343,0.140884,Mouse highest
SYCE2,5.254902,0.072262,2.393876,1.684144,2.457076,0.140884,Mouse highest
B3GALT5,5.254902,0.072262,1.705997,2.284875,1.754227,0.140884,NHP highest
MYL12A,5.244444,0.072641,1.359608,3.089021,2.846376,0.140884,NHP highest
ORMDL3,5.244444,0.072641,2.860388,5.159125,4.734336,0.140884,NHP highest
TMEM222,5.244444,0.072641,4.400136,5.401122,5.552476,0.140884,Mouse highest
CLIP4,5.244444,0.072641,6.426434,5.848597,5.820496,0.140884,Human highest
ERC1,5.244444,0.072641,8.535906,7.055577,7.38515,0.140884,Human highest
WDR54,5.254902,0.072262,3.688343,2.587769,3.705941,0.140884,Mouse highest
IGFBP6,5.244444,0.072641,2.549757,6.715581,6.012794,0.140884,NHP highest
NDUFA13,5.244444,0.072641,5.255266,7.562707,7.38678,0.140884,NHP highest
BOLA1,5.244444,0.072641,2.361326,3.731366,3.733677,0.140884,Mouse highest
FADD,5.254902,0.072262,1.679525,0.806539,1.622771,0.140884,Human highest
GEMIN4,5.254902,0.072262,1.61608,0.620391,1.599459,0.140884,Human highest
GALNT18,5.244444,0.072641,8.770739,6.610126,6.984695,0.140884,Human highest
KRTCAP2,5.244444,0.072641,2.953465,5.675681,5.40643,0.140884,NHP highest
TMEM132D,5.244444,0.072641,10.226917,8.111385,8.364608,0.140884,Human highest
SPATA1,5.254902,0.072262,3.713767,2.731437,3.833809,0.140884,Mouse highest
SV2C,5.254902,0.072262,5.646547,4.787379,5.487204,0.140884,Human highest
ALOX15B,5.244444,0.072641,1.207675,0.63372,0.463041,0.140884,Human highest
SAR1B,5.254902,0.072262,5.448157,5.826034,5.592178,0.140884,NHP highest
DERL2,5.244444,0.072641,3.619553,4.415903,4.393858,0.140884,NHP highest
MRPL14,5.244444,0.072641,3.405577,4.496513,4.905568,0.140884,Mouse highest
CALR,5.244444,0.072641,4.168471,7.310237,6.806873,0.140884,NHP highest
GRM2,5.244444,0.072641,4.739752,4.13077,3.956101,0.140884,Human highest
PSMB6,5.244444,0.072641,3.720686,4.934646,5.240316,0.140884,Mouse highest
ITIH2,5.250575,0.072419,2.248877,0.162048,0.765957,0.140884,Human highest
PSMD8,5.244444,0.072641,4.945701,5.300292,5.397103,0.140884,Mouse highest
