human_gene,nhp_gene,syngo_term,mouse_gene
DPYSL2,DPYSL2,regulation of postsynapse assembly,Dpysl2
NUMBL,NUMBL,regulation of postsynapse assembly,Numbl
RAC3,RAC3,regulation of postsynapse assembly,Rac3
PALM,PALM,regulation of postsynapse assembly,Palm
ARHGAP12,ARHGAP12,regulation of postsynapse assembly,Arhgap12
ASIC2,ASIC2,regulation of postsynapse assembly,Asic2
RTN4,RTN4,regulation of postsynapse assembly,Rtn4
NEDD8,NEDD8,regulation of postsynapse assembly,Nedd8
DCX,DCX,regulation of postsynapse assembly,Dcx
ASIC1,ASIC1,regulation of postsynapse assembly,Asic1
PCDH7,PCDH7,regulation of postsynapse assembly,Pcdh7
NEURL1,NEURL1,regulation of postsynapse assembly,Neurl1a
S1PR2,S1PR2,regulation of postsynapse assembly,S1pr2
DOCK1,DOCK1,regulation of postsynapse assembly,Dock1
DCLK1,DCLK1,regulation of postsynapse assembly,Dclk1
SENP1,SENP1,regulation of postsynapse assembly,Senp1
FAM107A,FAM107A,regulation of postsynapse assembly,Fam107a
CORIN,CORIN,regulation of postsynapse assembly,Corin
GNA13,GNA13,regulation of postsynapse assembly,Gna13
IQGAP1,IQGAP1,regulation of postsynapse assembly,Iqgap1
SEMA4C,SEMA4C,regulation of postsynapse assembly,Sema4c
PSD,PSD,regulation of postsynapse assembly,Psd
DOCK10,DOCK10,regulation of postsynapse assembly,Dock10
NUMB,NUMB,regulation of postsynapse assembly,Numb
CRMP1,CRMP1,regulation of postsynapse assembly,Crmp1
RAC1,RAC1,regulation of postsynapse assembly,Rac1
SRGAP3,SRGAP3,regulation of postsynapse assembly,Srgap3
PUM2,PUM2,regulation of postsynapse assembly,Pum2
SAMD4A,SAMD4A,regulation of postsynapse assembly,Samd4
HTR4,HTR4,regulation of postsynapse assembly,Htr4
TRIM47,TRIM47,regulation of postsynapse assembly,Trim47
APBA1,APBA1,presynaptic active zone membrane,Apba1
NAPA,NAPA,presynaptic active zone membrane,Napa
KCTD8,KCTD8,presynaptic active zone membrane,Kctd8
VDAC1,VDAC1,presynaptic active zone membrane,Vdac1
KCTD12,KCTD12,presynaptic active zone membrane,Kctd12
NSG1,NSG1,postsynaptic endosome,Nsg1
KIF21B,KIF21B,postsynaptic endosome,Kif21b
NOL3,NOL3,postsynaptic endosome,Nol3
AGAP1,AGAP1,postsynaptic endosome,Agap1
SH3GL3,SH3GL3,postsynaptic endosome,Sh3gl3
PIK3C3,PIK3C3,postsynaptic endosome,Pik3c3
CLSTN1,CLSTN1,postsynaptic endosome,Clstn1
AGAP1,AGAP1,regulation of modification of postsynaptic structure,Agap1
CD44,CD44,regulation of modification of postsynaptic structure,Cd44
